review_id,restaurant_id,user_id,rating,review_date
R6wkvCo8OtSQetFyhTYGsA,tulUhFYMvBkYHsjmn30A9w,t8gR8NCD56bF1XcAjwgkEw,3,2015-05-04
g3KutFVxg68VecHvFzkANA,tulUhFYMvBkYHsjmn30A9w,hVOJJaaKRdQvB__BMq5yDA,4,2011-07-16
ijrFuMmsYw8vI--DjkAQtA,tulUhFYMvBkYHsjmn30A9w,gSwBZSw7lem2IEB8jId4Gw,1,2016-07-13
RD9R88hIOdkfWvsxXs3Swg,tulUhFYMvBkYHsjmn30A9w,2XuP-lUVBF09qPmCpZ8oQA,5,2012-10-15
dMyrZA_EXD9y_UqK7-Hj0Q,tulUhFYMvBkYHsjmn30A9w,NGnS6xFCefAB8JsuuNIIYw,4,2012-06-13
C_9CV4C722vQ_Atd9_LDRQ,tulUhFYMvBkYHsjmn30A9w,igcnVpgAYC2EMP0sXZmuTQ,5,2011-01-31
RYHKUSUyPeaU38RytDtZww,tulUhFYMvBkYHsjmn30A9w,kEEx6yEf81i9Wk5Ww1q6GA,2,2013-02-02
yUeBnTvqPNB8Ay_5PS3kWg,tulUhFYMvBkYHsjmn30A9w,Jyi0WJt0UfGdEg0grR38ZA,2,2009-03-06
q0cL9c_IQPjaGFIA64COFA,tulUhFYMvBkYHsjmn30A9w,RyixLoQmLZt5BWp6xJZ5uQ,1,2015-01-04
tBtVsv9M__Zl4xqQ7xN9AQ,tulUhFYMvBkYHsjmn30A9w,3AC_liBwORA9w18CIrGxcQ,4,2015-04-16
qr9hC5-YKLjMBBT-DJ8Vow,tulUhFYMvBkYHsjmn30A9w,II7eBcZJRLwnFtuS6BtVRg,2,2015-05-01
91fnUQiklT741ypgwrNw-w,tulUhFYMvBkYHsjmn30A9w,FDFJk0feR-RAGHkxRr_3Nw,3,2011-10-07
1cnIDaTYinT2BNOD8aqCdw,tulUhFYMvBkYHsjmn30A9w,FkqkyifiYxBaajtYvAL3kQ,2,2014-08-11
gClPOdeAxVdcJByX5W5ojw,tulUhFYMvBkYHsjmn30A9w,C1TC9xbL-rbN8UspYPgXZw,4,2013-11-16
0uZXvWjKqpYBI8n-eNU8RA,tulUhFYMvBkYHsjmn30A9w,ZpiAtR4WReIbMy54vXNqtw,4,2014-05-18
n_mIIi1mNSqyOGGNEI9Q8w,tulUhFYMvBkYHsjmn30A9w,hx6_lI8_JlwtCoeVJId9ZQ,1,2016-01-06
h4XxiPjntIPhjFAFegQh9Q,tulUhFYMvBkYHsjmn30A9w,T1XUUXIEU5uj3NmdWAdIlA,4,2010-03-15
t_JpuqPSeeBpDpWRKb-zFg,tulUhFYMvBkYHsjmn30A9w,eO7Wam6CD5-2xE4tfqFFkw,3,2017-05-27
EM1aHX7DsSAKDoqYOocyTw,tulUhFYMvBkYHsjmn30A9w,jHX2qMpRIg-W32vJgi50lw,4,2011-12-09
QPa95SRzS7JrrCtENK9l2w,tulUhFYMvBkYHsjmn30A9w,ZJCWUrxd2YzEj5yLshYn8A,4,2010-05-19
yUo2luFZRp9_oqRE_6hvjA,tulUhFYMvBkYHsjmn30A9w,-WzyS1gUd85rrgPbLKWnEw,4,2013-02-19
9aCTKXLxKTNBJEhpXUY-1g,tulUhFYMvBkYHsjmn30A9w,ZEwpJOG8PFlHiFRdAZZ0iA,3,2011-03-08
VzP7FDWc9YwWihxR59rDpQ,tulUhFYMvBkYHsjmn30A9w,VOUnXOlll52vwQcJK1tm8A,4,2011-08-18
2FJ_j0d4jY1hA65v94vc0w,tulUhFYMvBkYHsjmn30A9w,9BeV9g26iBVMkDPRWjW3AQ,5,2012-06-14
ZUysgXDo-0nv4ZAl2CE4WA,tulUhFYMvBkYHsjmn30A9w,GefiDYsb2U_-3ujGnheSpQ,4,2014-01-13
nXVeJxHQ_-vBYIO61lNqUw,tulUhFYMvBkYHsjmn30A9w,4p87ApJJWOgqfJ-DnVnVgA,5,2013-05-20
4wGo32rPfWCt7J6S61pdzg,tulUhFYMvBkYHsjmn30A9w,r_dYnqAQf4_G5T0ekGFyyA,2,2014-09-26
9gwDQXFyjNuZpY0FfZ4_Ag,tulUhFYMvBkYHsjmn30A9w,Sxjc78bgN4xMrIkzvnrUjw,5,2014-07-22
hEeajeUzkW2wABDE4SXF2A,tulUhFYMvBkYHsjmn30A9w,79Vv70bMS1JC9ASCg4dWqg,3,2015-07-31
jjj5tomYOQt1ZBVE67eOTA,tulUhFYMvBkYHsjmn30A9w,SaSXRzjHx3SMTNnW90PetA,4,2013-09-15
79NLGMAGH8DVHcWvj1DIPg,tulUhFYMvBkYHsjmn30A9w,8RegOEQ0s89jMHGqs12RYg,5,2016-05-29
CR4r0GkyYxK5FP7EaFEOgg,tulUhFYMvBkYHsjmn30A9w,G5reVMkdwUc-souSaLdm_Q,2,2011-04-15
pHZqrQnoYFjAPpUZywf--g,tulUhFYMvBkYHsjmn30A9w,WtypKCf3rzL50b5WW8p-bw,3,2015-06-27
YJhSfekObpQ-rBPmCKaZMA,tulUhFYMvBkYHsjmn30A9w,hWGZN0cma0MtPk0PpDHnhw,4,2011-02-28
zIB6nQ8EL8sQqlRDFUxJHg,tulUhFYMvBkYHsjmn30A9w,djXzQSkIoDGP-IdycN2zjg,4,2012-06-25
DM0Y5vKoIH8myhsm6tnvJg,tulUhFYMvBkYHsjmn30A9w,RSAHZjr2yPZHZ-HhrgCrXQ,3,2011-01-18
IZpHJ73Ai6daF7VJTBfWqw,tulUhFYMvBkYHsjmn30A9w,I1Jhth-yxtz4mty6C2sWqg,5,2012-01-10
f6lZEx4g8qj-beIv-jPnGA,tulUhFYMvBkYHsjmn30A9w,zEil7zukF_Xtxq7sqIbyfA,3,2012-04-27
SGxZizLl1l_enqADtFZUnQ,tulUhFYMvBkYHsjmn30A9w,-GD1g6P9ntZOljA--y5w8Q,4,2014-03-02
sCwDTs4YOoDOF7ikeOWLXQ,tulUhFYMvBkYHsjmn30A9w,mG1SRElljRwoIMdKGX1Ifg,4,2016-08-30
iyEMjTgHEHjfGOwhS73Azg,tulUhFYMvBkYHsjmn30A9w,hurnfMzgL3Id73mvg_mFGQ,2,2017-06-19
GjvWN7Yco0BKFSL7Alhwyw,tulUhFYMvBkYHsjmn30A9w,P-ImWYCmCtBOn8WpFX5eew,4,2010-05-14
zWM-bQ3h-o4ku6uYHRn2ww,tulUhFYMvBkYHsjmn30A9w,ZcI4bBPsmsnfmOZZ0tMbEA,2,2016-08-30
wVbQxPcDYSIK62jmQo-axA,tulUhFYMvBkYHsjmn30A9w,iRrKGBtJpTW9PrT7kLe97Q,5,2016-10-31
gX5hhgPQlmS6hfEICV_jug,tulUhFYMvBkYHsjmn30A9w,_YkzpKm4TAUfx8vckSTDgA,4,2012-12-17
iXkiIxr2V5QtdLLQlULQDA,tulUhFYMvBkYHsjmn30A9w,FKZG5e-1CoMZ6kLUUVrqcQ,1,2015-08-13
PUkpeN3cZBzEBg0LZEN_BQ,tulUhFYMvBkYHsjmn30A9w,GBo2RbrSn9vdOrlQV8N8Sw,2,2016-02-28
b1nJMO8UAfgmRBu1Xf846g,tulUhFYMvBkYHsjmn30A9w,07TtxrRM0b9qUBTWM5wNiA,3,2015-02-09
OrP2zt67MSMWpaIkjA1y2A,tulUhFYMvBkYHsjmn30A9w,OKe55-f2tvTWDDPHV5cZtA,5,2016-09-20
zbkLv0HYXVTfgxnw-lt_tQ,tulUhFYMvBkYHsjmn30A9w,5SYWlymEoSc8brPP568I6A,1,2015-12-12
wv2M1L3dhDSaauUl0mMeOg,tulUhFYMvBkYHsjmn30A9w,9nw_A7HYmcIkZS5EcE3-ww,4,2012-09-29
9R5D8tbFTUpuDi7xwCHl3A,tulUhFYMvBkYHsjmn30A9w,2n03U1y-9Lr3gl0CcMrHPA,4,2014-07-17
zMuK1UEb79fgPFJFsBI9NQ,tulUhFYMvBkYHsjmn30A9w,JdYkvy8lIodJ0vwJ4jzYYA,1,2016-05-04
UlH1vcIaTGaoMNXeU8hKaA,tulUhFYMvBkYHsjmn30A9w,xWR-GSPPlt7taGuM1vk_0g,4,2012-11-25
p-27femPsz2zvenUsCXh8A,tulUhFYMvBkYHsjmn30A9w,DK57YibC5ShBmqQl97CKog,3,2009-03-28
8Mg5n8kUeCofQFa37EmNiw,tulUhFYMvBkYHsjmn30A9w,IpReaQYuXO_nB07xnkHuNw,4,2011-10-11
p9vooRGunX57oWrVAML3Jg,tulUhFYMvBkYHsjmn30A9w,nPKNLcE_R_L_IVSX82VWXw,2,2016-07-09
VwuwD_UMM4oNF98URBQKrQ,82aapoEF7sBcxrrP9AWiEw,tb7q_TIKu_pha2UFyneMmA,5,2016-10-27
ImIAoiDt-SUdzPG6K78sYg,82aapoEF7sBcxrrP9AWiEw,53tYed3KAuIwwPb7ZIj2zQ,2,2017-05-03
j-bvLvbgh4fIEcfFKRDHrQ,82aapoEF7sBcxrrP9AWiEw,rCUvlj4TSETvtAWxVlZPwA,4,2017-04-15
_lfkSTQ62kH8po5Z0T57og,82aapoEF7sBcxrrP9AWiEw,6-RXoqxa9L3FfBwkPLrtbw,5,2016-08-07
W1Bx4udLb6n1nXyXR1EwkQ,82aapoEF7sBcxrrP9AWiEw,WESo_kDiMzvbKOAGJE_QWQ,2,2017-07-21
KvlVTV0apy4iA2uYeGGXyQ,82aapoEF7sBcxrrP9AWiEw,Ty8k7Wj3kXMcCvOHsu-ptQ,5,2016-11-11
I5Z_P4SftkiI3YEpauiI8g,82aapoEF7sBcxrrP9AWiEw,5ZrFDFPJe8Qq3Zgue315oA,4,2017-04-02
9Gql5KxYL7CNFQ-8p7A28A,82aapoEF7sBcxrrP9AWiEw,o6PwFjn4WZ9Axal6zdGDrw,5,2016-10-03
II-azWny-UcJ4qRbfLi99w,82aapoEF7sBcxrrP9AWiEw,J9mHpteG5XVio6NqcwHPCg,4,2016-09-08
2vzhoc7sLbHgg8Sgw9JLAg,82aapoEF7sBcxrrP9AWiEw,wAZ4HzPS8rzla5xCYkI-Pg,3,2016-09-08
XLe5jIvTJ1sNWK1eUFGL0w,82aapoEF7sBcxrrP9AWiEw,Rrgf1xScox-hRIIaUHdKYA,5,2016-09-28
DafT7bpKy17ZDVAMEaxuYQ,82aapoEF7sBcxrrP9AWiEw,EEI1wjfuZIFshDl1ue9N8w,4,2017-06-18
tSfH2QO3VaqzSSoptwGURA,82aapoEF7sBcxrrP9AWiEw,UGszBvq3yL7XyV-fqZbarg,3,2016-06-19
WHGIOp9WXdmdQfK0J75ZGA,82aapoEF7sBcxrrP9AWiEw,VtGnZApQr-QwwgfU5HiE2w,5,2017-04-02
jEJ51P_kl0tAQeHv6vJ0xw,82aapoEF7sBcxrrP9AWiEw,TjXqTqYOXAs8VKo_otj3lw,4,2016-09-27
xmuXY_woGKKXCDE51fqOJw,82aapoEF7sBcxrrP9AWiEw,rXuLYU7imms3QUpp6faaoA,4,2017-07-01
e6nYTVFvKUpu5DHM9iFkOw,82aapoEF7sBcxrrP9AWiEw,w1CYD3yWvajHzAbyNEjKuQ,1,2017-01-22
xrM4pyq8aZp2FSI0w2QlzQ,82aapoEF7sBcxrrP9AWiEw,Lr9fJ0wAVC5ATCIKntYydQ,3,2017-06-14
J5YmEo_KAGxKF0qHPkDAAg,82aapoEF7sBcxrrP9AWiEw,BgI4-bHddSlRkp7UbJkMaw,5,2016-06-18
h3zHv4zMD6Zk2lNcUOw_-A,82aapoEF7sBcxrrP9AWiEw,wQSS08uB5vwIFS-ZM4BkdQ,1,2017-04-11
JmnlfM2kHumv4doQVMVCtA,82aapoEF7sBcxrrP9AWiEw,Y-XAUpt0XbA8NBxPYTz85A,5,2017-07-17
BPjU8lYAIF_lIXyb1fytfQ,82aapoEF7sBcxrrP9AWiEw,_tHSAp8CgI14if0rnD2aHw,4,2016-08-15
cETj4CWuBK9BOcevvqyj3A,82aapoEF7sBcxrrP9AWiEw,biymfENdbU2ECcgRdRhROw,2,2017-03-23
tDAYPNunvDQICwZDLnEMdw,82aapoEF7sBcxrrP9AWiEw,d2LnPFw9ClyAH_N4-NCt9A,2,2016-08-29
AVBow8SUmRV8kWSm42TKVg,82aapoEF7sBcxrrP9AWiEw,tYPLcU_P6-j_PDLQ21nnvg,2,2016-11-12
e5xyJVOcHfnK_TfxoD-0YQ,82aapoEF7sBcxrrP9AWiEw,JMX2dHmI_xUQ1bBElfnzNg,5,2016-07-10
w_SJN1pAGI05_3--iQRPsw,82aapoEF7sBcxrrP9AWiEw,SWsIATHHegIdilD3HAgfUg,5,2016-09-17
wcNkOZrQ7EJkBVENNKYeEA,82aapoEF7sBcxrrP9AWiEw,2tO6W40AXedq6EWtOhBAww,2,2017-07-14
pMQLU95oQJhth_LlF2mE3Q,82aapoEF7sBcxrrP9AWiEw,DMoO7HEd7K1Pddkz2BtQmQ,3,2017-05-22
E66PNQ0qcgkP_XKYtLl67w,82aapoEF7sBcxrrP9AWiEw,jWUJsIt9FPwNYsl3ckJSoA,5,2016-09-07
5ZRvCtvBdANoufZF02fSig,82aapoEF7sBcxrrP9AWiEw,yK4njGSBfFpZhDuTxNpnLg,4,2017-07-09
TlqanzBRxIDcTVD1R7cSJw,82aapoEF7sBcxrrP9AWiEw,LBcuPALypeSiLalEZa5JbA,3,2016-08-29
_xE_ahMSmcELTNHq61CyrA,82aapoEF7sBcxrrP9AWiEw,J2ypbaPCF34BJ9IY7W0PLA,5,2016-08-03
MNhhAQe9H_wiWRulvkSgxw,82aapoEF7sBcxrrP9AWiEw,uO21Oi5nmXCeEQJOm28lQA,1,2017-01-29
RwsIfYNZL_BCI-38VLxOwA,82aapoEF7sBcxrrP9AWiEw,KloWGEOPweXiqyhcg1ulKA,4,2016-09-27
uQNlt_KWDXMnLG3DNZNW9g,82aapoEF7sBcxrrP9AWiEw,NkYR1Ejn4nQ1Mm5zwZYIPw,5,2016-08-29
y-gnP-jAxUK7srlxuAX9sA,82aapoEF7sBcxrrP9AWiEw,M_qwexE6ciWB4tJ_T1S6hQ,3,2016-09-13
6H_D6GT4Q7NMMdhOdUkEAg,82aapoEF7sBcxrrP9AWiEw,jpdigJmHkSdTy6QzB74wdw,5,2016-06-20
Wx7rFTMZmYktoQ3d3orseA,82aapoEF7sBcxrrP9AWiEw,Kw5RHGNWA3ByBPzMv5oaRg,4,2016-09-13
HVyd1pdbzR9_Y3oWfyupgw,tulUhFYMvBkYHsjmn30A9w,XhyK4GaKHh3dzSeHfsfsvQ,2,2017-07-04
Dd5YoTZO9caaOgd2NphyWQ,tulUhFYMvBkYHsjmn30A9w,AecE6t97JJRjuRVqFJbkew,2,2012-03-25
A8p4T7tOb036d2uAmsWuUQ,tulUhFYMvBkYHsjmn30A9w,fhi8K-yYlcCpWt2MRBYPgA,3,2013-08-29
064EPlbfBnAwy0wE5qZ_mA,tulUhFYMvBkYHsjmn30A9w,QYBtrIneunU_yg4VTb6TVw,2,2011-03-23
zS7uqAXBaIGrCaN536Z5JQ,tulUhFYMvBkYHsjmn30A9w,2ge6gSEcK3x41I8VdYcV5A,3,2012-11-20
ps3VgpN6crAzfjQMXS6jFA,tulUhFYMvBkYHsjmn30A9w,4cLAnzMc0ga57b_ICAMqbw,2,2012-07-12
uQYd8WMYsisMVTH-YOtQlA,tulUhFYMvBkYHsjmn30A9w,Q3kjcFXgFtCLaPAAhzc_Zw,5,2014-12-21
olUly_Xc5_RJBgKWg4D4Mw,tulUhFYMvBkYHsjmn30A9w,aKtwHb1VPg0P21N2Rv0rSQ,1,2015-04-28
U9lPU7cB-nwmpdAuF1ZSaQ,tulUhFYMvBkYHsjmn30A9w,YFwhEgu6mOFkZ_fqRYmzhQ,1,2015-05-21
hZ_KSegI5fqyVKoll0NE_w,tulUhFYMvBkYHsjmn30A9w,SUdx5x74OG7E9YhTplpwaw,4,2011-03-02
97iafk9j7UixRvQLrHRxrQ,tulUhFYMvBkYHsjmn30A9w,NF5WrQ-KpT-RPHQ9Lu-CAQ,1,2016-06-25
XnqUquog7SyzW6G4cV5Jew,tulUhFYMvBkYHsjmn30A9w,CBeZvUAazk_eHnSD-ZF7YQ,3,2017-05-04
GLY-lZNJCoq2qixYsG35wQ,tulUhFYMvBkYHsjmn30A9w,An8Q0oLP_2juwErLw90L8A,2,2011-01-18
QqNB7wseyGH6iVmIW_SOPw,tulUhFYMvBkYHsjmn30A9w,SwjaMXIoXKKLmH_MX6aXrQ,3,2013-04-23
U6hKP4uqWNhswS5OzVudjQ,tulUhFYMvBkYHsjmn30A9w,h3EvUnccfQ1-1fEQmIaGSA,1,2013-09-09
JeNpKHeZXblJfshQgcsYeg,tulUhFYMvBkYHsjmn30A9w,OP1jgh0eoc6taMwCwwTN4Q,1,2010-07-04
7PAIYrwX_82v4KvuZGorZg,tulUhFYMvBkYHsjmn30A9w,mK-muLy9-EFuLapKZJZoDg,4,2011-06-21
iCl9wtAXKQcPgPK20CA-Ng,tulUhFYMvBkYHsjmn30A9w,Tnf_zHip7OeYy93v3vKp1g,5,2012-04-30
OtmXFNG09CozGZShjWQ8TA,tulUhFYMvBkYHsjmn30A9w,T76-jKiHe5Fz5qTjQQlWoA,1,2016-11-20
oze66inN_eyiiybgW7SW-w,tulUhFYMvBkYHsjmn30A9w,P9juBjTdlzDlrxb6uMqSug,4,2010-09-19
bBPoWSY_bvbDK7eKj39Arg,tulUhFYMvBkYHsjmn30A9w,ZNkpsi353TRp2AhFFT9V-Q,2,2012-01-05
4wG5WctC5AL9yFBTR0Tuig,tulUhFYMvBkYHsjmn30A9w,m5iFZbW5hSNPNplx-vGkyA,1,2016-08-16
WwguSZx4VHhtYcXo9F8n7g,tulUhFYMvBkYHsjmn30A9w,aET30aMEQQLWz1oNGd-DBQ,5,2015-03-26
F3b3-mmClvVPUT0WvK_guA,tulUhFYMvBkYHsjmn30A9w,hYBa2DvaRSAuI6Xm9q4I-A,4,2014-11-13
Q_Rznzq9nRZxGGlEPvaDYA,tulUhFYMvBkYHsjmn30A9w,2psu7_9YwuGeb26ptYxn4w,1,2013-06-19
z3_ozD9yyl1uksiq9yjjVw,tulUhFYMvBkYHsjmn30A9w,URL8nL-6BHft1E5nyzhPOQ,1,2016-10-27
g8qVFu0pGY2MpMbJ1CW46Q,tulUhFYMvBkYHsjmn30A9w,XsidR33reGV0sdVHFeKxQA,2,2010-05-17
Qk6pRf5NM69-pd0JC66uug,tulUhFYMvBkYHsjmn30A9w,N5E3KDv9O5lsHfG7f8YvHg,3,2011-03-13
_yIGySsH3MmaUNoD0lw1lg,tulUhFYMvBkYHsjmn30A9w,d6VGtpQ4216ZUuZsQUI9jQ,3,2014-01-19
YtJPRlpSGS1EEUXuniyUrA,tulUhFYMvBkYHsjmn30A9w,fplKErEvQvDIwzri3C8pjw,4,2016-05-28
mCY2nLEpDow5usum7nHGOA,tulUhFYMvBkYHsjmn30A9w,IrODXIGqyoqEpAk1xfO8pg,5,2015-01-31
u39IziXSo_ekV7DIOD_1JA,tulUhFYMvBkYHsjmn30A9w,SkueY7hVsyXmYItELoodGw,5,2013-02-05
qjnUdADRs3G9DFyiygNVUw,tulUhFYMvBkYHsjmn30A9w,bK5l6tLywoLXZ9Nf9By3Uw,3,2015-04-28
Ya29n1jX1rb7VUbceXWv1Q,tulUhFYMvBkYHsjmn30A9w,hbuyoFMC5UbxWIxVHYipwA,3,2016-01-10
WxMIcLfeiKQlN-ICmqZdhQ,tulUhFYMvBkYHsjmn30A9w,9JXtMjyw_tyjcBmnhMSvoQ,1,2011-08-23
mP0azRQgV93ou6HgvLKtbA,tulUhFYMvBkYHsjmn30A9w,uHpl6vRuuu2hIg6orTrWYw,5,2014-05-29
rqCoEJsnwHbsmvWEicNn_g,tulUhFYMvBkYHsjmn30A9w,CgcF4eqDc9vpVxAycKIw-w,2,2016-05-29
bVnOMXiVaPCRkK95cSOf-g,tulUhFYMvBkYHsjmn30A9w,oN23cWAm6Umyp19BTCc-QA,4,2011-12-10
TxvtmRUirO4KzrgQ986yNA,tulUhFYMvBkYHsjmn30A9w,D_s41-7xCXqylWyJtQd7rg,5,2010-08-29
lfs2Jt-apvmE99QyoB3D6A,tulUhFYMvBkYHsjmn30A9w,a1x5xhZ2zpBdOfqtH9x-Kg,5,2011-01-16
Og0OGhKSOWU4Cv7_d35soQ,tulUhFYMvBkYHsjmn30A9w,oSDN3AAiog0OqQ9bS42_ng,5,2014-03-01
ljquRQzz3A0Js2g9cxZ8FQ,tulUhFYMvBkYHsjmn30A9w,Wl9Z0TiBgMd5cX_MYO_iPg,5,2010-06-30
SCoPEM07G6uFw0ir4XtJHQ,tulUhFYMvBkYHsjmn30A9w,0FuVzKxh4ydtzuJpnCRYiw,4,2015-06-25
7CBzFYAQZhtClW1uS2bORg,tulUhFYMvBkYHsjmn30A9w,M7-K7GwC-vUUPVHfsv_xvQ,2,2016-04-20
Vp2rC99lrHmST-isbf5crw,tulUhFYMvBkYHsjmn30A9w,-HYNrx_v73c2Jr6dLBuhXw,1,2017-04-27
jxEXpG_iIQNA6SVGvZSF-Q,tulUhFYMvBkYHsjmn30A9w,xqHK3H7shf-YMqXXjAHH8g,2,2016-02-23
h4foYWkCOnoBk40kwjVQfg,tulUhFYMvBkYHsjmn30A9w,9I2VX902vS4xH8daVWU2Ow,1,2016-08-25
XA_jGbt7UU_AD2eTf63ZDw,tulUhFYMvBkYHsjmn30A9w,DeXKbQYNx52OlOizobOLJw,5,2014-07-26
FCy41HdsmvbUuODq9dtQGg,tulUhFYMvBkYHsjmn30A9w,wl2gOEQqgj_IJBzOHQoJXQ,4,2015-08-13
GQ3R80u-9gwcgbDhOcMnhQ,tulUhFYMvBkYHsjmn30A9w,8nnVkTGbN9JyXvgnAWzfnQ,1,2016-12-20
k-zNFiaXmjGBLQ8WuzMaEg,tulUhFYMvBkYHsjmn30A9w,Dppholn547PLAMkAG3YHyQ,3,2017-04-26
ziV0hcL44clZoCLF4g24pA,tulUhFYMvBkYHsjmn30A9w,mR27DvUhfuzgZ8sCnu6XIQ,5,2008-12-31
nWT9qXIBOmVqX4_pFJQVSQ,tulUhFYMvBkYHsjmn30A9w,5RLOLqj8f0MMJ5OJVXTeYQ,3,2015-08-01
ZMAKZXxFB0RUjlRbxjaFyA,tulUhFYMvBkYHsjmn30A9w,3Hud9hTH36DB5MeDOihjnA,1,2016-09-01
fB0uq_1gU213eFTbtheYSQ,tulUhFYMvBkYHsjmn30A9w,TPDTu3KAJ-RCbHiaraBeDg,3,2011-03-12
Tt3IK5k3sPJrOU_9VBjH8w,tulUhFYMvBkYHsjmn30A9w,RvaNCv4vdJEkBfNIWqxV5Q,4,2012-06-06
i8qaR4BYNgRByAbX_E0cQQ,tulUhFYMvBkYHsjmn30A9w,n0DjR5Jb-dU4WkgzIe313g,4,2011-04-13
o2Q-VrCCYUarID01OaWhLQ,tulUhFYMvBkYHsjmn30A9w,JuFBjJWirUwqnnyD4U_HlA,4,2016-06-30
YNztGLffV03qW7FPGO73nA,tulUhFYMvBkYHsjmn30A9w,sE8U8Y1XfbFEsHdIeoxMbg,5,2016-11-21
3U8uttaedEVp2xPrS44jdQ,tulUhFYMvBkYHsjmn30A9w,ITSnuLOu81doC5GGT5NMSQ,3,2012-09-15
bmWvWPcYX8SR57OXGqTaDQ,tulUhFYMvBkYHsjmn30A9w,-HLE-x7Lpkfprd6er-JFGg,2,2012-12-28
5ZYstt5wB-8VpcX7E1vseg,tulUhFYMvBkYHsjmn30A9w,5r2oH1YoLCY2wv3dPuwv_w,2,2015-07-01
0QPv5Zdxuws3NnGaCOZcxg,tulUhFYMvBkYHsjmn30A9w,aLqp_fe64ugZFuwMpsXLiw,3,2014-10-12
Xm_tNt_uKHsW1VL-5kERwg,tulUhFYMvBkYHsjmn30A9w,T5lSSewzKc7pEPXFc77D7w,5,2011-09-05
8HI-67QCxl0C7etOfymVQQ,tulUhFYMvBkYHsjmn30A9w,r1jWEEScNKa-Xiw1Lad-rA,1,2008-11-28
taZXRKDsFvhSzuJ5QjDj0Q,tulUhFYMvBkYHsjmn30A9w,Xw4t5H88wVt6vfKw3n3z-Q,5,2010-07-12
4qRc8ybyNuWrtpSaLrtYgQ,tulUhFYMvBkYHsjmn30A9w,3tFW6x0PaEIiokZTjKAVqw,2,2014-08-14
UJxPEFOJGzS0HI10zNtq2Q,tulUhFYMvBkYHsjmn30A9w,DxsZCsQXTN7vcVUwtGlN9g,4,2014-08-15
TJVXia7aAZnwYEjfVqC4Ww,tulUhFYMvBkYHsjmn30A9w,Jg9fKTfrDwq3jktc6A83sA,2,2014-10-27
RldEiod8LZ4BhGZZKHpn7A,tulUhFYMvBkYHsjmn30A9w,ZAvOJe6YZ6ap8gCgBPh4Rg,4,2014-07-19
aB_Vn2hrgaYO_ee7pip1Gw,tulUhFYMvBkYHsjmn30A9w,DGwncjO0h6WiBw5nsPDuZw,4,2011-09-13
