restaurant_id,restaurant_name,city,cuisine
1FguXgDNcb__8ct23Ngp9g,Brick House,Cleveland,Other
ByTe_MSUlqd8yGvFPKerNA,Dave's Supermarket,Cleveland,Other
ddlnpDxGDDxGGoG_dVXwiw,Felice,Cleveland,Italian
hGEutUMfbpSdCiekvbW-rg,Subway,Cleveland,Fast Food
BLfCMa2yWNo70D3wwAxwow,Grovewood Tavern and Wine Bar,Cleveland,Other
ohIzA0mZOtS6_9q_pJYKrg,Alesci's of South Euclid,Cleveland,Delis
GlZMZrA-whyu1INVXcvRnw,"Al Wilhelmy Flowers, Inc.",Cleveland,Other
Kxlt3ZNmTzbxRFYelWAmKA,China Chef,Cleveland,Chinese
gDZm9f38d5Liuvcd75_FZg,Moe's Southwest Grill,Cleveland,Mexican
RUxGUjjeRfwHvBNbuxrasw,Mediterranean Imported Foods,Cleveland,Other
j4170xdQJTwSvXFpsQzWtg,Rincón Criollo,Cleveland,Mexican
GoWNE6T23FNqSG0njOtiig,Chuck E. Cheese's,Cleveland,Pizza
SdSpGzhdum5iQuiscqOUNA,BP,Cleveland,Other
7xWbvNsFeKaJTurdHFrnqw,Colossal Cupcakes,Cleveland,Other
B6nhGEqt6rzXw6TwltTspA,PIZZAFIRE,Cleveland,Pizza
KWnLw61n0v4plYLhmD4v7w,Foundation Room,Cleveland,Other
ToHKLIjR05Rz9boWvmWaPA,Corner Alley,Cleveland,Other
KhtmCNHqCH6cnxirsenndA,Fisher's Tavern,Cleveland,Other
9JUynLfWPwe1X9gsJS6FTA,Cleveland Chop,Cleveland,Seafood
5KluMMlJvYZGGFpGjdBDhg,China Kitchen,Cleveland,Chinese
vJOwJQF4sDqBbecUK4cVRg,Kinneret Kosher Pizza Restaurant,Cleveland,Pizza
L94TmVg3KpFn9br5LlD56g,Wingstop,Cleveland,Other
-7weOHmN5s487aq-7zMbtw,Driftwood Catering,Cleveland,Other
jhNV1xO2q1_61REv2YQAtg,China Buffet,Cleveland,Chinese
GsObcV5MmqE2KQ5cJqJvtA,Holiday Italian Sausage,Cleveland,Other
nZ4uuPHq0QLM5DwI52aO3Q,Burger King,Cleveland,Fast Food
d_tubLVx2pnTZXvXFfcOeQ,Ariyoshi Japanese Restaurant,Cleveland Heights,Japanese
cUwNW5NEua_yMcAx-X2sMg,Grumpy's Cafe,Cleveland,Other
GSUcoQF66b8usUGtGnnooA,ACME Fresh Market,Cleveland,Other
5wyCSyKqUCjRZKDaWX_fmQ,Wendy's,Cleveland,Burgers
cdHqkN6Mi6Q5WlwgOyokUA,Fresh & Meaty Burgers,Cleveland Heights,Burgers
xs8EbiKfQ_RvpAIXPOnHEg,Audrey's Delicatessen,Cleveland,Other
Mp4l7f83GtphC3iudYE-Zw,Kamm's Corners Ice Cream Company,Cleveland,Other
YnGa16TSqBCcQyJDm9PIuA,Urban Herbs,Cleveland,Other
tNJgmbODR-N0qdPGy4Vsrw,El Jalapeños,Cleveland,Mexican
4s-eHLQcoMqAgfzbiQsKIw,Rascal House,Cleveland,Pizza
USRXU4ASBAFSKhlk-KVrCw,Bo Loong,Cleveland,Chinese
VOhGHyRcLau12RpZXQVrHw,The BottleHouse Brewing Company,Cleveland Heights,Other
uTKrt3rE4xgYyuiOtRWDvw,Dagwood Sandwich Shop,Cleveland,Sandwiches
cL38u23Ez492pToB4xZZXQ,Pedro's Pedro's,Cleveland,Mexican
wYcCWaqjikA6DnLFBthj_g,Burger King,Cleveland,Burgers
cmVD6r0opmziN2R8uTIJpw,Savor the Moment,Cleveland,Other
pGu7YwnkIueer-3r3pkQdg,Rascal House,Cleveland,Pizza
u-H6djIQKi73jNtFaoSuGA,Acappella,Cleveland,Other
WvunDFSs2hJrPHVFqB6Y1w,Brothers Pizza,Cleveland,Mexican
ebgu1HjoE5S45U7oKyq4sw,Tick Tock Tavern,Cleveland,Barbeque
NrjmgaPjpnFSmEE9FDzQjQ,The Grocery,Cleveland,Other
1hFksNGqkzHBgYSp8H394w,The Cleveland Flea Sunday Market,Cleveland,Other
uYl_QBtb7bXhu9sgb4kCrg,ABC the Tavern,Cleveland,Other
V2sxcWosKBDwxZQ3J7unOQ,Porcelli's Italian Bistro,Cleveland,Italian
yZE8Vwam62qWB5bO0kvp6w,Little Caesars Pizza,Cleveland,Pizza
EVfJbLXSMZOF8K3vFOaLOw,Rockne's,Cleveland,Burgers
RRUyGOb4MDlPLNHIq9gMRg,Papa John's Pizza,Cleveland,Pizza
Gbo1RSbSjl0Mj_ekV0MS4w,Subway,Cleveland,Sandwiches
X3hDsOd-8oAm_3gFwanBWQ,Nelly Belly Food Truck,Cleveland,Other
uqPHO-o4stxGXLdxP3WNig,Dakshin Indian Bistro,Cleveland,Indian
aGMU3qMFOQzG0DT2akMfng,2nd & High Social House,Cleveland,Other
YjhD8yL8tEDV_9SCCF2Ulg,Timothy's Cafe,Cleveland,Other
fMGGlY9MhlZZOSvgagBB0g,EZ Shop,Cleveland,Other
nBmpmc4R7LP8HjII7DJgkA,Bounce Cleveland,Cleveland,Other
iDrlmWvum4yrNhanInOyOQ,Cleveland Tea Revival,Cleveland,Other
5x0yRV0ds9IN1ZIlo3XJ6g,Pizza Hut,Cleveland Heights,Pizza
nsqvwfobNuSALEE5p-4qPA,City Fresh,Cleveland,Other
nCK19UJUHdX5bXWAASr-Ww,Harvard Deli,Cleveland,Delis
mLjDh0vQYBCY6g9T1HczVw,Great Lakes Brewing Co.,Cleveland,Other
wAjTjCw2JsDbIn1HNgBQUA,Casa Dolce Bakery,Cleveland,Other
loXkZgAd70KMjP8ISCnZPQ,China Express,Cleveland,Chinese
iIe6PLxsZDVyrKf4ziKxyw,Ontario Street Cafe,Cleveland,Sandwiches
dQwjYLmQXb06CpMPIpm5-g,Villa Y Zapata,Cleveland,Mexican
_wpUUDnJwrn7eSYAjnv7WA,Brothers Lounge,Cleveland,Other
vdloJPM3bSpQTMlwdFek2A,Butcher and the Brewer,Cleveland,Other
QUjJmpTQvGus8WfYq1dtOw,Battiste & Dupree Cajun Grill,Cleveland,Sandwiches
T0V6pK7kJWTrTiB788ED6g,Mr Hero,Cleveland,Fast Food
Jdqg97lLo_qJlCqU9RjIEA,Dairy Queen,Cleveland,Fast Food
lfdiEgr4xbbn6waskIZj4A,Pounders Bar & Grill,Cleveland,Other
JBt7b3Z9of23xuz3_uIq3Q,Beet Jar Juicebar & Takeaway,Cleveland,Sandwiches
j6JAY0KpNCVgOmq9G6MZuA,Little Italy's Feast of the Assumption,Cleveland,Italian
EP1do6l8hLyIGEru0gN3EQ,Johnny Mango World Cafe & Bar,Cleveland,Vegetarian
TnO9SmZoRNfJlbNV1wBKYw,Red Lantern Kitchen & Bar,Cleveland,Other
myWTU6p921CBUrx3JclCfg,Ohio City Cafe,Cleveland,Diners
_PUGXxBeY2Z9OOosFS056w,Tavern Of Little Italy,Cleveland,Burgers
zgAh21YWYaZUSEGi_E5SVg,Que Tal Fresh Mexican Grill,Cleveland Heights,Mexican
rts9r2F-st7UQCDkplOivg,Subway,Cleveland,Sandwiches
3VZ98ST9--1a5XkqKT-xCA,Sandy's Frozen Whip,Cleveland,Other
HqQp9bTzpPcHMvEhS9geeQ,United Dairy Farmers,Cleveland,Other
MVIthKWqwkQz0dai7LkVzQ,Tommy's Restaurant,Cleveland Heights,Vegan
qMyYUz_V9I-jor53xb3bMQ,Porcelli's Bistro,Cleveland,Italian
2L0I4w2_32aVJq-IzhZSig,Restore Cold Pressed,Cleveland,Other
3chd-CjwQz7Pap_MQEWhWg,Little Shop of Cookies,Cleveland,Other
yhxv_FcPrWQglM0g0DSEwQ,Touch Supper Truck,Cleveland,Other
vcV1q5onsIMFhOBxwNow7A,McDonald's,Cleveland,Fast Food
UXXAzmuz2olKSpte9eF4Vw,Moncho's Bar & Grill,Cleveland,Seafood
qGASqyiluYmjG_tIjpkSrg,Rudy's Strudel Shop & Bakery,Cleveland,Other
MtjwVcFHvtogmJZ7De8M9Q,Teresa's Pizza,Cleveland Heights,Pizza
5AWuy1gmFuqyQfj0484fcA,Cmb Soul Food,Cleveland,Seafood
jhCcZgDhPh5oiPgOXYTkrg,Best Gyros,Cleveland,Mediterranean
9x6YjEmCwErs1UTFuYDOOQ,House of Cues Cafe,Cleveland,Other
gWgWn4lkRQZwfCP-LBJ2xA,Payne Laundromat,Cleveland,Other
AsVR-X40wAzI7z7oRpsbTA,Cuisine Du Cambodge,Cleveland,Thai
tLpkSwdtqqoXwU0JAGnApw,Wendy's,Cleveland,Fast Food
i0ld5nTFMyGRlH1EZJNhvw,Panera Bread Co,Cleveland,Sandwiches
WG3zvUktE1l3llwq3PPVVg,Nate's Deli & Restaurant,Cleveland,Middle Eastern
v2a8hI1Tsi1SgFKFWD39qQ,Wasabi Restaurant,Cleveland,Japanese
NzD6xiU6OwyesY6wMZq5Gg,Dari View,Cleveland,Other
q2sh3hHMs9RsEoWBo4CGEQ,Peet's Coffee & Tea,Cleveland,Other
K74HYkFjYwhEpJt8HTOxnQ,Johnny's Bar,Cleveland,Italian
nfnr1RP2VjV6K_OkbX6avQ,Fish Shack And Grill,Cleveland,Seafood
4P3zCFzQ1tT_7PLD73gMvQ,Back Stage Bar,Cleveland,Other
9O4EX3T5X_TnoXjppl1-dw,Marc's,Cleveland,Other
AAbJ3fYWHIL16Uqvl6a6lQ,Theresa's Bakery,Cleveland,Other
jmTirQw-n4V_Z4g1-RE9iw,Kung Fu Tea,Cleveland,Japanese
L4xtiJPS_VSbmBxTfOwjCQ,A Cookie & A Cupcake Boutique,Cleveland,Other
Z0c9-Eoxz7SQ__68bl3TQw,Nora,Cleveland,Italian
DUOrYFyHiJ27yOtTgCw0HA,Vino Veritas Little Italy,Cleveland,Other
Pj0rFqv0EcdNdlpnRvLZBg,Callaloo Café and Bar,Cleveland,Vegetarian
sSb41sJghGm2nEkuzzJEBw,Einstein Bros,Cleveland,Fast Food
Imb8EXuimCm5II7Ad1gj3A,Saucisson,Cleveland,Other
Zrq4_GDePGn8epquCUibbA,Old Brooklyn Cheese Company,Cleveland,Other
myorOrDcPgwYwNXcFs0qBQ,Steve's Lunch,Cleveland,Other
klrE4AGf42dXFU2g98TSpg,Au Bon Pain,Cleveland,Vegan
fneDkhJDvnHNY3FRKS8YVg,Yorktown Service Plaza,Cleveland,Other
J_RNo9FQJt9mWN3rNofBUA,Jimmy O'Neill's Tavern,Cleveland Heights,Other
l5w3gAP51KEqN07JdizzzQ,Dunkin Donuts & Baskin Robbins,Cleveland,Other
cYshR_iYRMFhyLmqjAX_SQ,Rally's,Cleveland,Fast Food
ugPCIr4fZXtuHbC6xNctaA,Mom's Family Restaurant,Cleveland,Other
ZJWKb-ooSCPUjZLeWD-p_A,Rubin's Family Restaurant & Deli,Cleveland,Delis
jmeDvVx3wzCBlTBN7XNb-Q,Alley Cat Oyster Bar,Cleveland,Seafood
dOIUk3wm8LU8-FUpCKa1eg,Karl's Inn Of The Barristers,Cleveland,Sandwiches
xGHbSbvng-vXV6i9ePOcgA,Farkas Pastry Shop,Cleveland,Other
CxV9DJCxc04_xkDRSrfgFA,China Mountain I,Cleveland,Chinese
KXqOT3vyx8Ao7com4yST-g,Chapati Indian Grill,Cleveland,Indian
LzVfKUFHb597LHwheowNKg,Randys Pickles,Cleveland,Other
hSU3MbB9Yu8MlybxfmABeg,Maxi's,Cleveland,Italian
H3cMcV9KK3g2pi68lDNsng,Luxe Kitchen & Lounge,Cleveland,Italian
ZUvAR3I1uhC27zQFcRXumw,Dina's Pizza & Pub,Cleveland,Burgers
50vVs0Mtrt1AYt74cEKLDA,Brewnuts,Cleveland,Other
T-_xEyoDPAKV-I6iQlbKWA,McDonald's,Cleveland,Fast Food
NDfcum0Zpa2o9czVgRds9w,Steak 'n Shake,Cleveland,Burgers
wnyMhlR5KCWkTCzQ1_gOUQ,Mi Pueblo Taqueria,Cleveland,Mexican
YnU8DWugJ0BgdjDAaxWW3w,Malley's Chocolates,Cleveland,Other
iJpmIt-i9-VeChouLcPXbA,Arrabiata's Italian Restaurant,Cleveland,Italian
Fhw_BqD2_KO6AVBwZ5lYBQ,B & M Barbeque,Cleveland,Barbeque
rECYunhPI1P3gmdbaXcfeA,Anderson's BBQ,Cleveland,Barbeque
Bl8_M_kDXZt_zsrLRgDulA,Al & B's Barbeque,Cleveland,Barbeque
PXJH9H6fJslcNYHnVTgFCQ,Popeyes Louisiana Kitchen,Cleveland,Fast Food
yVMWT6cF9yz-4LOfocwugw,Honey Hut Ice Cream Shoppe,Cleveland,Other
rgsKBjXJbiXPaRHc3mY2hw,Perla Homemade Delights,Cleveland,Other
dUxnPaU2S67QQYpWTSjqTA,Masthead Brewing,Cleveland,Other
dC6OXF_4Bd9nDOSRc8VTGw,J. B. Mack Macaroni & Cheese Kitchen,Cleveland,Other
1SJiW_mW6IlEe7hqMTnjYg,China Wok,Cleveland,Chinese
KJuWKVel8fO37UTtXkpZ_w,The Clubhouse,Cleveland,Other
bx3JxOE_pfO2cWr3MkBIng,Charley's Steakery,Cleveland,Sandwiches
r6o9Fi0rHCB3f1mEGdL61A,Presto Sandwiches,Cleveland,Sandwiches
nqiTujxNtEpA8dPATEQRrg,Table 45,Cleveland,Other
u1qzJu0JwbKU-HjIFjq8kw,Dewey's Coffee House,Cleveland,Sandwiches
Vv7aXgWg2TEXfrfE_-FFrA,Papa Joe's Subs & Pasta,Cleveland,Sandwiches
t2O4Qx74U_IfBzDHJzvUCA,Urban Farmer,Cleveland,Steakhouses
GCr0eTVnVzFE72c-VJezoQ,Angelo's Nido Italia,Cleveland,Italian
pW-fOxuaWBkIhum5NANx2w,China Sea Express,Cleveland,Chinese
Vu6yNbKinh-54QT8i27LCw,Hong Kong Kitchen,Cleveland,Chinese
ZspvlO5Dvtd517YhVLJJ_A,Tomo Sushi & Hibachi,Cleveland,Steakhouses
bWF-DY2jfaFH4oKE9wGqYA,Slices Fabulous Pastries,Cleveland,Other
__yLFKiImNPv--e4hBrlYg,Catanese Classic Seafoods,Cleveland,Other
u_ZGUzNkGppD0-WR61bd1A,Papa John's Pizza,Cleveland,Pizza
hcrjdLHf8UlR-D1-rTEkfw,Open Pitt Barb-B-Que,Cleveland,Barbeque
9bxcpud3GREFOxKY2cbheA,Verso Casual Italian Bistro and Pizzeria,Cleveland,Pizza
bfF90MspMbqLWdcEU9JLcg,Wild Ginger China Bistro,Cleveland,Chinese
aURWnSm0BrHhp-0DSXFJww,House of Hunan,Cleveland,Chinese
5jWBMCoR8aAXBM9RNyzzbw,Penn Station East Coast Subs,Cleveland,Pizza
pWyhmTVRNw6hix3J__SqvQ,Hotspot Cafe,Cleveland,Sandwiches
Ykg-jzdJS5UAlkF5YaCsyA,Loparo's Pizza,Cleveland,Pizza
S_02VqM-sXAY9kDhvGxXtw,Five Guys,Cleveland,Burgers
IoPSrK19Xd9FG_Q0x_CcLQ,Giuseppes Pizza & Subs,Cleveland,Pizza
NVC1MFGTobWxYcuo_z7BGQ,Etna Restaurant & Wine Bar,Cleveland,Seafood
XDeAQ9ayhiWx0lBM3iVUqw,White Castle,East Cleveland,Fast Food
UD7Khh-HuG915Xy-o1eeTw,Yuengling Bar 1829,Cleveland,Other
S1t1kRnoiB1j3u7bRkjlvA,Phoenix Coffee,Cleveland,Other
GfsnZ9j5tapx2QRuMoyzog,Minotti's Wine & Liquor,Cleveland,Other
CbsS6VvPsIvpytUbLAu71Q,Oriental Palace Buffet,Cleveland,Chinese
BAsu0FUkZvFOlrX083EFww,Dunkin' Donuts,Cleveland,Other
Vc8sXKEdO9yVxbRlwBFHKQ,China Sea,Cleveland,Chinese
yVrN5uu3xiUY3SGINp0H_g,Samosky's Home Bakery,Cleveland,Other
WZhI-q8IyV7ec_4kWzrSmQ,Assad Bakery,Cleveland,Other
aiU0FRtHTIHBWMYapw79LA,The Reddstone,Cleveland,Other
Yu4_CF-0gY89rm5KR16z0A,Starbucks,Cleveland,Other
VDGMgPcGFB6acVw1qEoooA,Papa John's Pizza,Cleveland,Pizza
CDqPVVvQtVncNQGydnZy7A,Beachland Ballroom and Tavern,Cleveland,Other
DZBAkVf8HU4U4ZQ_yKECBQ,Giovanni's Meats & Deli,Cleveland,Delis
vBZ0cwtWKUN4t6sFCpSFCw,Thai Origin,Cleveland,Thai
E9kXJpQfbt0yN59zoIlz7A,Archie's Lakeshore Bakery,Cleveland,Other
mjdRpXM1U8hg7gns3cH2iA,Al Wilhelmy Flowers,Cleveland,Other
9_0FtoabuC42T7AWDk5_sA,Algebra Tea House,Cleveland,Other
wvB9hZqwXrfB0kfNVS3-aw,Indigo Imp Brewery,Cleveland,Other
keDD0Y6nphUzgxf7rVGZAw,The Vitamin Shoppe,Cleveland,Other
78V1WQHXc5UUfttHm07Grg,Pit Stop Deli,Cleveland,Delis
D-xE90Ut4AUlOomgYPLaYQ,B&M Bar-b-que,Cleveland,Barbeque
-dFfucHmOtgDmDneps-mgA,Mallorca,Cleveland,Seafood
PyLnx5fym__aLJalMnTZgg,Entenmann's Bakery,Cleveland,Other
F6FYo3IpVwvAJ04kcwEh_w,Brooklyn Barbeque,Cleveland,Barbeque
vybX7mQJLYm6HP1vRxZBDQ,Ugly Broad Tavern,Cleveland,Other
QynoTZ8UifuQWBnapWX-jg,R's Kitchen,Cleveland Heights,Burgers
xzQzJTu47vNCYlpB8jdMaw,George's  Kitchen,Cleveland,Diners
agLfHsIkTahE9VRNlSXM1A,Paciugo Gelato,Cleveland,Other
sACSJpBOQ4zPtjsv9trf4Q,J & J Czuchraj Meats,Cleveland,Other
QxdxYcEF-JAUhkmw3sHXUg,The Cafe at Arts Collinwood,Cleveland,Other
bchksAMD4CtI98_s_kJNpg,Taste,Cleveland Heights,Italian
7l-TZk8Ckd5Ct_QQ6G5tuA,Arby's,Cleveland,Fast Food
v21dSJb78W3NM41cC8MMuA,India Grill,Cleveland,Indian
nI36UCs4cQUNxbMO5BxrUg,Pasha Cafe,Cleveland,Middle Eastern
v8GgrqLTs_NZZl2tkyvOgA,Cleveland Clinic Cafeteria,Cleveland,Pizza
N5nB7bt89WYvobTGIP1vPA,Empress Taytu Ethiopian Restaurant,Cleveland,Vegetarian
8r9G0fUJpCFnbFWMdzzdMw,Burger King,Cleveland,Burgers
eZo_WH35_ugK6kqcF0M2Ig,Bob Golic's Sports Bar And Grille,Cleveland,Other
v4PsaviYCaSaFIejGszMvg,Kabob House,Cleveland,Middle Eastern
dAn1MqXl4pghfeXx3XFRaQ,Bruegger's Bagels,Cleveland,Sandwiches
GU6GdrXk1j2LjPPjoNHlOg,Menchies,Cleveland,Other
OPIX1wTOll0aZT08Wr6sDw,China Dragon,Cleveland,Chinese
-prmBNT8sD8V2o2kXV6Ywg,Chili's,Cleveland,Other
KUAI4xdaC3BJmkpT22KIVQ,ENCORE Rock Bar & Grill,Cleveland,Burgers
caYlxQ7kaYcUZwcqJKNyoA,Caribe Bake Shop,Cleveland,Other
F6a-o0Ig1iSVamX1LbdDEg,Pho 99,Cleveland,Vietnamese
4qCYRklxSuTdN2z6dC2KeQ,5th Avenue Deli & Grill,Cleveland,Middle Eastern
MBpTl3womA9RRX4ruce78w,Chuppa's Marketplace,Cleveland,Other
d84SeduMbotS3WIJwn4oUQ,Portion,Cleveland,Burgers
UwtQpKRHATMLx0Po7vPB4w,Pizza Joe's & Deli,Cleveland,Pizza
kmGXnOfkBldRQ_ECXytFUQ,Bodega Restaurant & Lounge,Cleveland Heights,Other
